id,x,y
0,-92.44277472055009,-15.227880674133319
1,-89.77393812341893,-20.60164204004951
0,-91.65310764521189,-14.809773521819286
1,-88.70560843747572,-20.035885692486374
0,-90.88649958697056,-14.350753080299036
1,-87.66848049190642,-19.414778465681948
0,-90.14506836735754,-13.852087433522172
1,-86.66541944298595,-18.740036222443727
0,-89.43086225469064,-13.315154188768407
1,-85.69919633422394,-18.013522996985515
0,-88.74585430555902,-12.7414366708898
1,-84.7724804411119,-17.237245845368687
0,-88.09193691408551,-12.132519824499802
1,-83.88783189701338,-16.413349300831342
0,-87.47091658401335,-11.490085835416913
1,-83.04769462058313,-15.544109449337846
0,-86.88450893809072,-10.815909483486704
1,-82.2543895642197,-14.631927641685659
0,-86.33433397851897,-10.111853239606424
1,-81.51010830222734,-13.67932385955673
0,-85.82191161153526,-9.379862120462167
1,-80.816906976421,-12.688929753872646
0,-85.34865744855826,-8.621958315273433
1,-80.1767006158368,-11.663481374608294
0,-84.91587889543383,-7.84023559931599
1,-79.59125784630142,-10.605811612217456
0,-84.52477154060377,-7.036853549669256
1,-79.06219600445861,-9.518842371543478
0,-84.17641585220328,-6.21403157922426
1,-78.5909766697206,-8.405576499773977
0,-83.87177419315702,-5.374042805326745
1,-78.17890162654476,-7.269089490850186
0,-83.61168816258547,-4.519207770136106
1,-77.82710926812263,-6.112520989103174
0,-83.39687627079631,-3.6518880298762406
1,-77.53657145148738,-4.939066115761961
0,-83.22793195435206,-2.774479630877686
1,-77.30809081265927,-3.751966642106709
0,-83.10532193664038,-1.889406490259585
1,-77.1422985493031,-2.5545020338236935
0,-83.02938493851298,-0.9991136996508647
1,-77.03965267698692,-1.3499803911932977
0,-83.0003307425416,-0.10606077042997787
1,-77.00043676387217,-0.14172931015565043
0,-83.01823961347303,0.7872851609063751
1,-77.0247591473344,1.0669133104452144
0,-83.08306207649144,1.6784561484167586
1,-77.112552634671,2.272608490104433
0,-83.1946190538963,2.5649902546276775
1,-77.26357468872766,3.472025390882766
0,-83.35260235982396,3.4444383518740587
1,-77.47740809792445,4.661850519113713
0,-83.55657555162928,4.314370888174104
1,-77.75346212884766,5.838796879270983
0,-83.80597513560659,5.1723845991387725
1,-78.0909741581925,6.99961305452032
0,-84.10011212368367,6.016109147162204
1,-78.4890117795825,8.141092189077556
0,-84.43817393681326,6.843213669696561
1,-78.94647537942168,9.260080847417171
0,-84.81922664979169,7.6514132184587496
1,-79.46210117467433,10.35348772591568
0,-85.24221757131563,8.438475071813317
1,-80.03446470416911,11.418292192833873
0,-85.70597815212031,9.20222490283399
1,-80.66198476380984,12.451552633100707
0,-86.20922721321308,9.940552786098838
1,-81.34292777477513,13.450414574753545
0,-86.75057448522668,10.651419026518196
1,-82.07541257269668,14.41211857469123
0,-87.32852444918093,11.332859794199997
1,-82.85741560451747,15.33400784184483
0,-87.94148046796246,11.982992549670943
1,-83.68677651875564,16.213535576825237
0,-88.58774919718203,12.60002124456862
1,-84.56120413365485,17.048272007664703
0,-89.2655452631862,13.182241283381817
1,-85.47828276677365,17.83591110227388
0,-89.97299619531698,13.728044232550843
1,-86.43547890850867,18.574276939048985
0,-90.708147598756,14.235922263889194
1,-87.43014822115495,19.261329718061162
0,-91.46896855372214,14.704472320101054
1,-88.45954284410749,19.895171396170717
0,-92.25335722606607,15.132399990849345
1,-89.5208189850635,20.4740509305363
0,-93.0591466737621,15.518523088672202
1,-90.61104477625479,20.996369116028312
0,-93.88411083328417,15.86177491488414
1,-91.72720837397695,21.460683003166576
0,-94.7259706692897,16.16120720641894
1,-92.86622627908164,21.865709884399696
0,-95.58240047065868,16.415992755491924
1,-94.02495185540533,22.210330837692982
0,-96.45103427547964,16.62542769483479
1,-95.20018402261981,22.493593817646968
0,-97.32947240720887,16.788933442185694
1,-96.38867609951089,22.714716285609995
0,-98.21528810400098,16.906058298677415
1,-97.58714477320449,22.873087371505527
0,-99.10603422284449,16.976478696693103
1,-98.79227916960896,22.968269561415365
